set_num,set_name,year,theme_id,num_parts,total_part_count,unique_part_count,minifig_count,spare_part_ratio,h_cat,h_col,n_distinct_colors,n_distinct_categories,prop_technic,prop_printed,prop_transparent,rare_part_ratio,minifig_to_part_ratio,has_minifigs,year_window,window_index
001-1,Gears,1965,756,43,43.0,12.0,0.0,0.0,1.2283589840587235,1.3498122488592856,5.0,5.0,0.27906976744186046,0.0,0.0,0.37209302325581395,0.0,0.0,1955-1966,0
003-1,Master Mechanic Set,1966,756,403,403.0,28.0,0.0,0.0,0.7343772721785704,1.383640961605317,7.0,6.0,0.0,0.0,0.02977667493796526,0.01488833746898263,0.0,0.0,1955-1966,0
004-1,Master Builder Set,1966,756,817,817.0,39.0,0.0,0.0,1.2003545568530765,1.4188749027117815,7.0,8.0,0.014687882496940025,0.0,0.03182374541003672,0.019583843329253364,0.0,0.0,1955-1966,0
005-1,Basic Building Set in Cardboard,1965,365,35,35.0,5.0,0.0,0.0,-0.0,0.8030836701205181,3.0,1.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,1955-1966,0
010-1,Basic Building Set in Cardboard,1965,365,57,57.0,5.0,0.0,0.0,-0.0,1.1958518819655102,7.0,1.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,1955-1966,0
010423-1,The Majestic Horse,2023,721,492,492.0,98.0,0.0,0.0,2.371411293390531,1.8310498273881408,16.0,18.0,0.022357723577235773,0.012195121951219513,0.0020325203252032522,0.0,0.0,0.0,2023,40
01-1,Chain Links,1980,453,25,25.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1980-1981,4
011-1,Basic Building Set,1968,365,145,145.0,13.0,0.0,0.0,0.342829220923835,1.0898146304097516,7.0,5.0,0.0,0.0,0.05517241379310345,0.006896551724137931,0.0,0.0,1967-1973,1
020-1,Basic Building Set in Cardboard,1965,365,94,94.0,11.0,0.0,0.0,0.3095980775227787,1.212085243397626,7.0,3.0,0.0,0.0,0.09574468085106383,0.0,0.0,0.0,1955-1966,0
021-1,Wheel Set,1966,756,183,183.0,30.0,0.0,0.0,1.2509686865024658,1.5233836229539428,8.0,6.0,0.0,0.0,0.11475409836065574,0.00546448087431694,0.0,0.0,1955-1966,0
022-1,Basic Building Set,1968,365,110,110.0,11.0,0.0,0.0,0.21168754464631545,1.1709782113713623,7.0,2.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1967-1973,1
03093-1,The Race to Build It Board Game,1999,674,99,99.0,56.0,0.0,0.0,2.2854801221741594,2.1427895935755665,11.0,16.0,0.0,0.030303030303030304,0.06060606060606061,0.26262626262626265,0.0,0.0,1999,16
033-1,Farm Animals,1979,632,21,21.0,13.0,0.0,0.0,0.19144408195771734,1.7694884153106905,7.0,2.0,0.0,0.047619047619047616,0.0,0.3333333333333333,0.0,0.0,1977-1979,3
041-1,Pre-School Beginners Set,1964,369,24,24.0,1.0,0.0,0.0,-0.0,0.6931471805599453,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1955-1966,0
044-1,Basic Building Set,1968,365,225,225.0,22.0,0.0,0.0,0.49507761187726973,1.329742714357509,7.0,4.0,0.0,0.0,0.05333333333333334,0.02666666666666667,0.0,0.0,1967-1973,1
045-1,Farm,1979,632,66,66.0,27.0,0.0,0.0,0.26828360146972124,1.9329073589757417,10.0,2.0,0.0,0.12121212121212122,0.0,0.3484848484848485,0.0,0.0,1977-1979,3
049-1,Windows / Doors & Trees / Bushes,1969,756,27,27.0,9.0,0.0,0.0,0.823033813705454,0.6869615765973234,2.0,3.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,1967-1973,1
051-1,Assorted Basic Bricks - Red,1966,756,50,50.0,7.0,0.0,0.0,0.167944147734173,-0.0,1.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1955-1966,0
052-1,Assorted Basic Bricks - White,1966,756,50,50.0,7.0,0.0,0.0,0.167944147734173,0.098039113279732,2.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1955-1966,0
053-1,Assorted Basic Bricks - Blue,1966,756,50,50.0,7.0,0.0,0.0,0.167944147734173,0.098039113279732,2.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1955-1966,0
054-1,Assorted Basic Bricks - Yellow,1966,756,50,50.0,7.0,0.0,0.0,0.167944147734173,0.098039113279732,2.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1955-1966,0
055-1,Trees & Bushes,1966,756,25,25.0,3.0,0.0,0.0,0.167944147734173,0.167944147734173,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1955-1966,0
058-1,Small Wheels,1966,756,26,26.0,6.0,0.0,0.0,0.7404110412691982,1.0971128947333808,3.0,4.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,1955-1966,0
066-1,Basic Building Set,1968,365,407,407.0,29.0,0.0,0.0,0.9762776154302988,1.372900555674561,8.0,7.0,0.0,0.0,0.04176904176904177,0.02457002457002457,0.0,0.0,1967-1973,1
071-1,Block Box,1979,505,24,24.0,2.0,0.0,0.0,-0.0,1.3862943611198906,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1977-1979,3
074-1,Pre-School Set,1976,505,20,20.0,2.0,0.0,0.0,-0.0,1.0960673284468554,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1974-1976,2
077-1,Pre-School Set,1975,505,21,21.0,6.0,0.0,0.0,0.19144408195771734,1.2205180120569288,4.0,2.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,1974-1976,2
080-1,Basic Building Set with Train,1967,365,712,712.0,57.0,0.0,0.0,1.8419050559519854,1.7721673803250404,8.0,13.0,0.0,0.007022471910112359,0.007022471910112359,0.03932584269662921,0.0,0.0,1967-1973,1
082-1,Legoville,1976,505,63,63.0,20.0,0.0,0.0,0.34883209584303193,1.2283271571642853,5.0,2.0,0.0,0.1746031746031746,0.0,0.5555555555555556,0.0,0.0,1974-1976,2
088-1,Super Set,1969,465,615,615.0,46.0,0.0,0.0,1.1083674184317542,1.5845132780309812,8.0,12.0,0.0,0.0016260162601626016,0.056910569105691054,0.04552845528455285,0.0,0.0,1967-1973,1
09-1,Trees & Flowers,1981,443,22,22.0,4.0,0.0,0.0,-0.0,1.5941666991180168,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1980-1981,4
10000-1,Guarded Inn,2001,199,256,236.0,64.0,4.0,0.02074688796680498,2.0805890489584646,1.488061663970983,9.0,19.0,0.012711864406779662,0.03389830508474576,0.0,0.029661016949152543,0.01694915254237288,1.0,2001,18
1000-1,Mosaic Set,1985,516,202,202.0,53.0,0.0,0.0,0.22532980874799502,0.22532980874799502,2.0,2.0,0.0,0.8910891089108911,0.0,1.0,0.0,0.0,1985,6
10001-1,Metroliner,2001,236,787,742.0,111.0,11.0,0.006693440428380187,2.3340086856392803,1.6353287144323125,11.0,24.0,0.0,0.0215633423180593,0.04986522911051213,0.0673854447439353,0.014824797843665768,1.0,2001,18
10002-1,Railroad Club Car,2001,236,293,273.0,54.0,5.0,0.0036496350364963502,2.2302104263177176,1.702235542008867,8.0,16.0,0.0,0.040293040293040296,0.08058608058608059,0.05128205128205128,0.018315018315018316,1.0,2001,18
10003-1,1 x 2 Sand Red Bricks,2001,254,100,100.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10004-1,2 x 2 Sand Red Bricks,2001,254,100,100.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10005-1,2 x 4 Sand Red Bricks,2001,254,50,50.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10006-1,1 x 6 Sand Red Bricks,2001,254,50,50.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10007-1,2 x 4 Sand Red Ridge Roof Tiles Steep Slope,2001,254,25,25.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10008-1,2 x 4 Roof Tile Sand Red,2001,254,50,50.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10009-1,Assorted Blue Bricks,2001,254,62,62.0,11.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10010-1,Assorted Yellow Bricks,2003,254,62,62.0,11.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,20
10011-1,Assorted Blue Plates,2001,254,42,42.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10012-1,Assorted Yellow Plates,2001,254,42,42.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10013-1,Open Freight Wagon,2001,236,121,121.0,26.0,0.0,0.0,2.103838342467223,1.280661174267169,5.0,13.0,0.0,0.01652892561983471,0.0,0.01652892561983471,0.0,0.0,2001,18
10014-1,Caboose,2001,236,170,170.0,47.0,0.0,0.017341040462427744,2.343127394443507,1.5172152673172525,8.0,14.0,0.0,0.011764705882352941,0.09411764705882353,0.011764705882352941,0.0,0.0,2001,18
10015-1,Passenger Wagon,2001,236,194,194.0,35.0,0.0,0.015228426395939087,2.2681337149800322,1.6025260664364969,9.0,14.0,0.0,0.010309278350515464,0.12886597938144329,0.010309278350515464,0.0,0.0,2001,18
10016-1,Tanker,2001,236,128,128.0,33.0,0.0,0.0,2.2248111166009394,1.4866327139821647,5.0,13.0,0.0,0.046875,0.0,0.03125,0.0,0.0,2001,18
10017-1,Hopper Wagon,2001,236,228,228.0,41.0,0.0,0.004366812227074236,2.3171554507557537,1.2408676734376791,6.0,17.0,0.19298245614035087,0.0,0.0,0.0,0.0,0.0,2001,18
10018-1,Darth Maul,2001,171,1868,1868.0,59.0,0.0,0.0016034206306787815,1.0240485995995954,1.0093661318378113,11.0,12.0,0.005888650963597431,0.0005353319057815846,0.0010706638115631692,0.0016059957173447537,0.0,0.0,2001,18
10019-1,Rebel Blockade Runner,2001,171,1748,1748.0,163.0,0.0,0.004555808656036446,2.695719133855868,1.6758459270140786,12.0,26.0,0.036613272311212815,0.007437070938215103,0.006292906178489702,0.03032036613272311,0.0,0.0,2001,18
10020-1,Santa Fe Super Chief,2002,236,435,427.0,83.0,2.0,0.004662004662004662,2.2519755458489454,1.532508386024048,10.0,21.0,0.01873536299765808,0.02576112412177986,0.02107728337236534,0.02576112412177986,0.00468384074941452,1.0,2002,19
10021-1,U.S.S. Constellation,2003,404,975,975.0,58.0,0.0,0.0020470829068577278,1.5856722128254432,1.2221564200393404,6.0,20.0,0.029743589743589743,0.0010256410256410256,0.0,0.0020512820512820513,0.0,0.0,2003,20
10022-1,"Santa Fe Cars - Set II (dining, observation, or sleeping car)",2002,236,411,411.0,63.0,0.0,0.007246376811594203,2.2455991955866033,1.7276480663946752,13.0,19.0,0.021897810218978103,0.004866180048661801,0.08759124087591241,0.004866180048661801,0.0,0.0,2002,19
10023-1,Master Builder Set,2002,324,111,111.0,44.0,0.0,0.017699115044247787,2.275732673804525,1.6339162396585007,7.0,13.0,0.8288288288288288,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,2002,19
10024-1,Red Baron,2002,673,670,670.0,140.0,0.0,0.013254786450662739,2.7073395536563205,1.3644010459831741,10.0,31.0,0.1791044776119403,0.008955223880597015,0.0,0.014925373134328358,0.0,0.0,2002,19
10025-1,Santa Fe Cars - Set I (mail or baggage car),2002,236,326,326.0,57.0,0.0,0.0030581039755351682,2.131623452796955,1.6216718985368692,12.0,16.0,0.0,0.018404907975460124,0.05521472392638037,0.006134969325153374,0.0,0.0,2002,19
10026-1,Naboo Starfighter,2002,171,188,188.0,71.0,0.0,0.010526315789473684,2.6563974480178945,1.5942403983666509,9.0,19.0,0.18617021276595744,0.02127659574468085,0.010638297872340425,0.0425531914893617,0.0,0.0,2002,19
10027-1,Train Engine Shed,2003,105,670,661.0,121.0,2.0,0.01195814648729447,2.4377466615207997,1.6687118028161774,13.0,32.0,0.03328290468986384,0.0,0.05143721633888049,0.015128593040847202,0.0030257186081694403,1.0,2003,20
10029-1,Lunar Lander,2003,387,469,457.0,95.0,2.0,0.015086206896551725,2.725268663878922,1.4656244959528022,10.0,24.0,0.2888402625820569,0.002188183807439825,0.0087527352297593,0.002188183807439825,0.00437636761487965,1.0,2003,20
10030-1,Imperial Star Destroyer,2002,171,3116,3116.0,161.0,0.0,0.00574345883854499,2.6305333423826767,1.3346341620751934,12.0,31.0,0.25802310654685495,0.00032092426187419767,0.006418485237483954,0.007702182284980745,0.0,0.0,2002,19
10036-1,Pizza To Go,2002,50,151,139.0,58.0,3.0,0.007142857142857143,2.333056092692802,1.4261960747264624,12.0,23.0,0.0,0.05755395683453238,0.03597122302158273,0.02158273381294964,0.02158273381294964,1.0,2002,19
10037-1,Breezeway Cafe,2002,50,195,175.0,52.0,5.0,0.05913978494623656,2.1692988820836727,1.9267677250862718,11.0,17.0,0.0,0.011428571428571429,0.16,0.017142857142857144,0.02857142857142857,1.0,2002,19
10039-1,Black Falcon's Fortress,2002,187,430,400.0,72.0,6.0,0.0171990171990172,1.9722848181773631,0.8829648520783857,8.0,19.0,0.03,0.02,0.0,0.015,0.015,1.0,2002,19
10040-1,Black Seas Barracuda,2002,148,916,883.0,138.0,8.0,0.007865168539325843,2.6209788529325473,1.2936796324400563,9.0,32.0,0.0033975084937712344,0.014722536806342015,0.013590033975084938,0.04756511891279728,0.009060022650056626,1.0,2002,19
10041-1,Main Street,2003,50,640,608.0,93.0,8.0,0.016181229773462782,2.088450289047529,1.9148346888124668,12.0,24.0,0.0,0.014802631578947368,0.03782894736842105,0.01644736842105263,0.013157894736842105,1.0,2003,20
10042-1,American Flag,2003,206,35,35.0,6.0,0.0,0.05405405405405406,0.6660781598149821,0.9190814579823018,3.0,3.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,2003,20
10044-1,Windows and Doors,2002,254,44,44.0,6.0,0.0,0.0,-0.0,1.3016518932729433,4.0,1.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,2002,19
10046-1,Brown Tiles,2002,254,100,100.0,3.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10047-1,Light Gray Arches,2002,254,36,36.0,2.0,0.0,0.0,0.6365141682948128,-0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10048-1,Small Wheels and Axles,2002,254,61,61.0,9.0,0.0,0.0,0.49582346409336525,0.6919373402520164,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10049-1,Large Wheels and Axles,2002,254,31,31.0,7.0,0.0,0.0,0.6145237390882279,1.3290788655034196,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10050-1,Gray Fences,2002,254,34,34.0,4.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10051-1,Transparent Bricks,2002,254,50,50.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2002,19
10053-1,Black Slopes 33,2003,254,44,44.0,3.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,20
10054-1,Black Slopes 33 3 x 2 and 3 x 4,2003,254,68,68.0,2.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,20
10055-1,Black Slopes 33 3 x 1 and 3 x 3,2003,254,50,50.0,2.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,20
10056-1,White Plates 2 x n,2002,254,56,56.0,6.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10057-1,Black Plates 2 x n,2002,254,56,56.0,6.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10058-1,Red Plates 2 x n,2002,254,56,56.0,6.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10059-1,Dark Green Plates 2 x n,2002,254,56,56.0,6.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10060-1,Light Gray Plates 2 x n,2002,254,56,56.0,6.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10061-1,Black Plates 1 x n,2002,254,84,84.0,8.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10062-1,Red Plates 1 x n,2002,254,84,84.0,8.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10063-1,Green Plates 1 x n,2002,254,84,84.0,8.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10064-1,Light Gray Plates 1 x n,2002,254,84,84.0,8.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10065-1,White Plates 1 x n,2002,254,84,84.0,8.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10066-1,Castle Accessories,2002,254,41,35.0,31.0,1.0,0.0,1.4415480692360918,2.06454418944372,10.0,6.0,0.0,0.05714285714285714,0.0,0.14285714285714285,0.02857142857142857,1.0,2002,19
10067-1,Mini-Fig Headgear,2002,254,53,53.0,23.0,0.0,0.0,0.6090949413814173,2.268527584791377,13.0,3.0,0.0,0.03773584905660377,0.1320754716981132,0.05660377358490566,0.0,0.0,2002,19
10068-1,Santa Claus,2002,227,39,39.0,15.0,0.0,0.025,1.6710746076239493,1.3681735379884232,5.0,7.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,2002,19
10069-1,Christmas Tree,2002,227,33,33.0,7.0,0.0,0.0,0.49535988174746093,0.22863187358286127,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19
10070-1,Reindeer,2002,227,26,26.0,14.0,0.0,0.037037037037037035,1.144716677436786,0.6441798059733927,3.0,4.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,2002,19
10071-1,Mr. Bunny,2003,229,25,25.0,14.0,0.0,0.038461538461538464,1.108777316761063,1.1778210141494903,4.0,4.0,0.0,0.04,0.0,0.04,0.0,0.0,2003,20
10072-1,TECHNIC Beams,2003,254,56,56.0,28.0,0.0,0.0,0.45820823797145316,0.15407610367102942,2.0,4.0,1.0,0.0,0.0,0.03571428571428571,0.0,0.0,2003,20
10073-1,Bushes,2003,254,130,130.0,14.0,0.0,0.0,0.4293230219306162,1.2296865855353398,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2003,20
10074-1,Cross Axles,2003,254,68,68.0,28.0,0.0,0.0,0.8050062185928621,0.6702597024060524,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2003,20
10075-1,Spider-Man Action Pack,2002,706,25,25.0,14.0,0.0,0.0,2.2207438848618795,1.4920888554164267,5.0,10.0,0.16,0.0,0.0,0.04,0.0,0.0,2002,19
10076-1,TECHNIC Gear Wheels,2002,254,39,39.0,19.0,0.0,0.025,0.4017726493509475,0.6431352418420987,3.0,3.0,0.9487179487179487,0.0,0.0,0.1282051282051282,0.0,0.0,2002,19
10077-1,TECHNIC Motor,2003,254,55,55.0,9.0,0.0,0.017857142857142856,1.0164659789363433,1.2264306588221952,4.0,4.0,1.0,0.0,0.14545454545454545,0.0,0.0,0.0,2003,20
10079-1,Snowman,2003,227,42,42.0,17.0,0.0,0.023255813953488372,1.8747100013859543,1.0547209169068124,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,20
10080-1,Angel,2003,227,33,33.0,15.0,0.0,0.029411764705882353,1.2945451658448959,0.8573236156252385,4.0,4.0,0.0,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.0,0.0,2003,20
10081-1,Birthday Pack Heart,2004,500,70,70.0,20.0,0.0,0.0,-0.0,1.633764667676949,6.0,1.0,0.0,0.08571428571428572,0.6857142857142857,0.45714285714285713,0.0,0.0,2004,21
10082-1,Birthday Pack Daisy,2004,500,70,70.0,19.0,0.0,0.0,-0.0,1.9922407509361353,8.0,1.0,0.0,0.08571428571428572,0.6857142857142857,0.6571428571428571,0.0,0.0,2004,21
10083-1,Birthday Pack Star,2004,500,70,70.0,20.0,0.0,0.0,-0.0,1.7542506979131574,7.0,1.0,0.0,0.17142857142857143,0.6,0.45714285714285713,0.0,0.0,2004,21
10090-1,Turkey,2003,231,54,54.0,23.0,0.0,0.01818181818181818,1.5440739331455036,1.5367788092659749,7.0,7.0,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,2003,20
10-1,Universal Building Set,1976,465,129,129.0,18.0,0.0,0.0,0.6683351575528953,1.7150762335258407,7.0,5.0,0.0,0.0,0.031007751937984496,0.007751937984496124,0.0,0.0,1974-1976,2
10106-1,Snowflake,2006,227,107,107.0,6.0,0.0,0.009259259259259259,0.05297328328546583,0.6251671798751581,2.0,2.0,0.0,0.0,0.3177570093457944,0.0,0.0,0.0,2006,23
1011-1,Number/Symbol Blocks,1976,516,100,100.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1974-1976,2
10112-1,Bush,2001,254,25,25.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10114-1,2 x 2 Sand Red Roof Tiles,2001,254,100,100.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10115-1,Jumper Bricks,2001,254,80,80.0,1.0,0.0,0.0,-0.0,1.3862943611198906,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,18
10116-1,Accessories Heart,2004,500,50,50.0,16.0,0.0,0.0,-0.0,1.7322764920385325,7.0,1.0,0.0,0.0,0.78,0.56,0.0,0.0,2004,21
10117-1,Accessories Daisy,2004,500,50,50.0,18.0,0.0,0.0,-0.0,1.7580162238705352,7.0,1.0,0.0,0.0,1.0,0.72,0.0,0.0,2004,21
10118-1,Accessories Star,2004,500,50,50.0,17.0,0.0,0.0,-0.0,1.886844176546863,9.0,1.0,0.0,0.08,0.86,0.48,0.0,0.0,2004,21
1012-1,Mosaic Set,1985,516,34,34.0,21.0,0.0,0.0,-0.0,0.13269142083987176,2.0,1.0,0.0,0.9705882352941176,0.0,0.9705882352941176,0.0,0.0,1985,6
10121-1,NBA Basketball Teams,2003,459,20,5.0,5.0,5.0,0.0,0.5004024235381879,0.5004024235381879,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2003,20
10123-1,Cloud City,2003,171,707,677.0,131.0,7.0,0.02167630057803468,2.5835658010833904,1.951759538625051,15.0,30.0,0.06942392909896603,0.011816838995568686,0.12998522895125553,0.01772525849335303,0.0103397341211226,1.0,2003,20
10124-1,Wright Flyer,2003,673,663,663.0,94.0,0.0,0.0206794682422452,2.560929092280395,1.3236142741446977,5.0,26.0,0.3469079939668175,0.0,0.0,0.00904977375565611,0.0,0.0,2003,20
10127-1,NHL Action Set with Stickers,2003,461,59,59.0,32.0,0.0,0.03278688524590164,1.7303970890146287,1.838960841032158,10.0,9.0,0.5423728813559322,0.05084745762711865,0.0,0.2711864406779661,0.0,0.0,2003,20
10128-1,Train Level Crossing,2003,105,327,319.0,102.0,2.0,0.018461538461538463,2.8499737209432032,1.8929971559441154,13.0,30.0,0.13793103448275862,0.025078369905956112,0.06269592476489028,0.034482758620689655,0.006269592476489028,1.0,2003,20
10129-1,Rebel Snowspeeder,2003,171,1457,1457.0,162.0,0.0,0.005460750853242321,2.648841954105869,1.6608105418910744,11.0,29.0,0.09540150995195608,0.0034317089910775567,0.009608785175017159,0.002059025394646534,0.0,0.0,2003,20
10131-1,TIE Fighter Collection,2004,171,685,672.0,86.0,3.0,0.0044444444444444444,2.303060921205137,1.6279619758802673,13.0,20.0,0.025297619047619048,0.025297619047619048,0.050595238095238096,0.023809523809523808,0.004464285714285714,1.0,2004,21
10132-1,Motorized Hogwarts Express,2004,246,713,693.0,137.0,4.0,0.01422475106685633,2.5793721362088906,2.0697619361708393,21.0,29.0,0.01875901875901876,0.024531024531024532,0.025974025974025976,0.030303030303030304,0.005772005772005772,1.0,2004,21
10133-1,Burlington Northern Santa Fe Locomotive,2004,236,409,400.0,67.0,2.0,0.009900990099009901,2.3420078016308077,1.6594451384317366,11.0,23.0,0.0175,0.005,0.0225,0.02,0.005,1.0,2004,21
10134-1,Y-wing Attack Starfighter,2004,171,1490,1486.0,169.0,1.0,0.009993337774816789,2.9237156423400474,1.7918172546777826,13.0,32.0,0.2018842530282638,0.004037685060565276,0.004037685060565276,0.006056527590847914,0.0006729475100942127,1.0,2004,21
10135-1,Holiday Decoration Kit,2004,500,282,282.0,46.0,0.0,0.0,0.13320825473672704,2.2600905105674176,14.0,3.0,0.0,0.16666666666666666,0.5212765957446809,0.5780141843971631,0.0,0.0,2004,21
10143-1,Death Star II,2005,171,3461,3461.0,118.0,0.0,0.0,2.2791837061306204,1.33588207693117,14.0,24.0,0.19820861022825773,0.0002889338341519792,0.020225368390638543,0.0005778676683039584,0.0,0.0,2005,22
10144-1,Sandcrawler,2005,171,1681,1607.0,151.0,11.0,0.012292562999385371,2.6068302212924763,1.586677751338577,14.0,29.0,0.27878033602986935,0.0006222775357809583,0.008089607965152458,0.0006222775357809583,0.006845052893590542,1.0,2005,22
10145-1,Assorted Light Gray Bricks,2004,254,62,62.0,11.0,0.0,0.015873015873015872,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
10146-1,Assorted Dark Gray Bricks,2004,254,62,62.0,11.0,0.0,0.015873015873015872,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
10147-1,Assorted Brown Bricks,2004,254,62,62.0,11.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
10148-1,Assorted Light Gray Plates,2004,254,42,42.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
10149-1,Assorted Dark Gray Plates,2004,254,42,42.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
10150-1,Assorted Brown Plates,2004,254,42,42.0,17.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,21
1015-1,Letters Large,1982,516,192,192.0,29.0,0.0,0.0,-0.0,-0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1982-1984,5
10151-1,Hot Rod,2004,278,422,422.0,92.0,0.0,0.023148148148148147,2.522410627765428,1.4862595816056827,8.0,25.0,0.1018957345971564,0.009478672985781991,0.018957345971563982,0.02843601895734597,0.0,0.0,2004,21
